,model,early_stop,unfairness_reg,lr,val_score,abs_score,over_score,under_score,non_parity_score,,test
over_score,nmf,6.227231946396565e-06,0.5228514205868015,0.10214326753038577,0.005720341900984446,0.0,0.003909876445929209,0.0,0.0009863781929016113,0.0,O
under_score,nmf,6.227231946396565e-06,0.5228514205868015,0.10214326753038577,0.06275532364845277,0.06826068843404452,0.06379689365625381,0.06411726593971252,0.06630330135424932,0.06725441584984461,O
non_parity_score,nmf,6.227231946396565e-06,0.5228514205868015,0.10214326753038577,7.569789886474609e-06,2.7686357498168945e-05,8.493661880493164e-06,2.047419548034668e-05,8.597970008850098e-05,7.059425115585327e-06,O
rmse,nmf,6.227231946396565e-06,0.5228514205868015,0.10214326753038577,0.38201960921287537,0.46539393067359924,0.38997092843055725,0.43646669387817383,0.38691696524620056,0.641069769859314,O
val_score,gmf,6.71627977935807e-06,0.439762685946821,0.1133814679931362,0.1648280769586563,0.16436612606048584,0.16529031097888947,0.16664311289787292,0.16468261182308197,0.16361865401268005,P
abs_score,gmf,6.71627977935807e-06,0.439762685946821,0.1133814679931362,0.13211506605148315,0.0847930908203125,0.15713997185230255,0.16001059114933014,0.10094989836215973,0.14194394648075104,P
over_score,gmf,6.71627977935807e-06,0.439762685946821,0.1133814679931362,0.016586576402187348,0.04189263890186946,0.004075173139572143,0.0033162663380304973,0.1305349271496137,0.011089211404323578,P
under_score,gmf,6.71627977935807e-06,0.439762685946821,0.1133814679931362,0.14824151049057643,0.12247349123160044,0.1612151367465655,0.16332685232162475,0.03414768149455388,0.1525294322768847,P
non_parity_score,gmf,6.71627977935807e-06,0.439762685946821,0.1133814679931362,1.0281801223754883e-05,0.0001360774040222168,3.534555435180664e-05,0.00010910630226135254,0.0007839202880859375,0.0001525282859802246,P
rmse,gmf,6.71627977935807e-06,0.439762685946821,0.1133814679931362,0.4081020951271057,0.40293994545936584,0.4143203794956207,0.41742855310440063,0.40494102239608765,0.4131743311882019,P
val_score,nmf,6.722977925900856e-06,0.2779678543731887,0.27965481333406594,0.05469783768057823,0.05339309573173523,0.05722431093454361,0.05575518310070038,0.057384416460990906,0.0590195395052433,OP
abs_score,nmf,6.722977925900856e-06,0.2779678543731887,0.27965481333406594,0.05330586060881615,0.05238308385014534,0.056036848574876785,0.05401704087853432,0.05699103698134422,0.05739826336503029,OP
over_score,nmf,6.722977925900856e-06,0.2779678543731887,0.27965481333406594,0.03081811288992564,0.005748609701792399,0.04158795863389969,0.004103852113087972,0.03280011673768361,0.03509213974078496,OP
under_score,nmf,6.722977925900856e-06,0.2779678543731887,0.27965481333406594,0.02387972503900528,0.04764448871215184,0.015636359254519144,0.051651332875092826,0.024584301014741263,0.023927398920059205,OP
non_parity_score,nmf,6.722977925900856e-06,0.2779678543731887,0.27965481333406594,4.363059997558594e-05,3.695487976074219e-05,1.7344951629638672e-05,4.889070987701416e-05,9.715557098388672e-06,6.335973739624023e-05,OP
rmse,nmf,6.722977925900856e-06,0.2779678543731887,0.27965481333406594,0.8006694316864014,0.5615088939666748,0.7248448133468628,0.5488669872283936,1.0678460597991943,0.6460347771644592,OP
val_score,nmf,8.649306233931283e-06,0.45703009659806987,0.02021829590228435,0.13791781663894653,0.13677532970905304,0.1371355503797531,0.1372251659631729,0.13957124948501587,0.13883307576179504,U
abs_score,nmf,8.649306233931283e-06,0.45703009659806987,0.02021829590228435,0.13791781663894653,0.13667050004005432,0.1371355503797531,0.1372251659631729,0.1371525377035141,0.13140524923801422,U
over_score,nmf,8.649306233931283e-06,0.45703009659806987,0.02021829590228435,0.0,5.241602659225464e-05,0.0,0.0,0.0012093584736188254,0.0037139121691385905,U
under_score,nmf,8.649306233931283e-06,0.45703009659806987,0.02021829590228435,0.13791780094305675,0.13672292311986287,0.13713555897275606,0.1372251643737157,0.1383618939916293,0.13511915097633997,U
non_parity_score,nmf,8.649306233931283e-06,0.45703009659806987,0.02021829590228435,8.106231689453125e-06,3.8951635360717773e-05,0.00010192394256591797,9.897351264953613e-05,5.65648078918457e-05,0.0001634061336517334,U
rmse,nmf,8.649306233931283e-06,0.45703009659806987,0.02021829590228435,0.43826448917388916,0.43556612730026245,0.45751744508743286,0.4482142925262451,0.43104088306427,0.4140152335166931,U
val_score,nmf,5.33978051473876e-06,0.5989625185855543,0.28168998705072573,0.06718403846025467,0.06913624703884125,0.06652571260929108,0.06803076714277267,0.06832139939069748,0.0663856640458107,O
abs_score,nmf,5.33978051473876e-06,0.5989625185855543,0.28168998705072573,0.06395755708217621,0.06698190420866013,0.06506810337305069,0.06580120325088501,0.06542691588401794,0.06481994688510895,O
over_score,nmf,5.33978051473876e-06,0.5989625185855543,0.28168998705072573,0.023937467336654663,0.03849260002374649,0.04002214560906092,0.03547654330730438,0.04477382520834605,0.03712496449549993,O
under_score,nmf,5.33978051473876e-06,0.5989625185855543,0.28168998705072573,0.043246573408444726,0.030643640061219533,0.026503575742244722,0.03255421822269758,0.023547575523455936,0.029260697464148205,O
non_parity_score,nmf,5.33978051473876e-06,0.5989625185855543,0.28168998705072573,0.00010278820991516113,0.00024306774139404297,0.00017523765563964844,8.359551429748535e-05,0.00023758411407470703,6.151199340820312e-05,O
rmse,nmf,5.33978051473876e-06,0.5989625185855543,0.28168998705072573,0.5396406650543213,0.8822256922721863,0.7794981002807617,0.7202619910240173,0.7137343883514404,0.8983625173568726,O
val_score,gmf,7.671947846384402e-06,0.5821118023822704,0.22593043740643828,0.16340284049510956,0.16573120653629303,0.16858960688114166,0.16605545580387115,0.16426627337932587,0.162932887673378,P
abs_score,gmf,7.671947846384402e-06,0.5821118023822704,0.22593043740643828,0.127854123711586,0.16563187539577484,0.16858960688114166,0.16402551531791687,0.0378582701086998,0.036973144859075546,P
over_score,gmf,7.671947846384402e-06,0.5821118023822704,0.22593043740643828,0.018245196243127187,4.9666762351989745e-05,0.0,0.0010149761041005451,0.08792804251114528,0.08971802681684495,P
under_score,gmf,7.671947846384402e-06,0.5821118023822704,0.22593043740643828,0.14515763243039448,0.16568154285351436,0.16858960886796315,0.165040485560894,0.07633821894725164,0.07321486671765645,P
non_parity_score,gmf,7.671947846384402e-06,0.5821118023822704,0.22593043740643828,0.0003280937671661377,0.00011491775512695312,1.4007091522216797e-06,3.3020973205566406e-05,1.5914440155029297e-05,2.944469451904297e-05,P
rmse,gmf,7.671947846384402e-06,0.5821118023822704,0.22593043740643828,0.40903010964393616,0.4522276222705841,0.45664066076278687,0.43364855647087097,0.3993126153945923,0.3989648222923279,P
val_score,nmf,5.961989496884464e-07,0.20371763580264057,0.17361351289272797,0.054909758269786835,0.05899127945303917,0.057191066443920135,0.060924824327230453,0.05802254378795624,0.0592036172747612,OP
abs_score,nmf,5.961989496884464e-07,0.20371763580264057,0.17361351289272797,0.054909758269786835,0.05899127945303917,0.057191066443920135,0.060924824327230453,0.0556519515812397,0.0592036172747612,OP
over_score,nmf,5.961989496884464e-07,0.20371763580264057,0.17361351289272797,0.0,0.0,0.0,0.0,0.0035407370328903198,0.0,OP
under_score,nmf,5.961989496884464e-07,0.20371763580264057,0.17361351289272797,0.0549097607533137,0.05899127205212911,0.05719106733798981,0.06092482248942057,0.054481807549794516,0.059203620553016666,OP
non_parity_score,nmf,5.961989496884464e-07,0.20371763580264057,0.17361351289272797,4.384666681289673e-06,2.1763145923614502e-05,5.602836608886719e-06,4.76837158203125e-06,5.811452865600586e-06,1.3478100299835205e-05,OP
rmse,nmf,5.961989496884464e-07,0.20371763580264057,0.17361351289272797,0.7374640107154846,0.7585656642913818,0.8211057782173157,0.8530718684196472,0.4196533262729645,0.7581265568733215,OP
val_score,gmf,6.219363848891118e-06,0.5623988782972317,0.08846133975559664,0.1395929902791977,0.13804036378860474,0.1370192915201187,0.13451512157917023,0.13707667589187622,0.13596592843532562,U
abs_score,gmf,6.219363848891118e-06,0.5623988782972317,0.08846133975559664,0.1395929902791977,0.13790692389011383,0.11610560119152069,0.13451512157917023,0.06059219315648079,0.04352015256881714,U
over_score,gmf,6.219363848891118e-06,0.5623988782972317,0.08846133975559664,0.0,6.672014792760213e-05,0.010456845462322235,0.0,0.08491447905699412,0.04704535245895386,U
under_score,gmf,6.219363848891118e-06,0.5623988782972317,0.08846133975559664,0.13959299718340237,0.13797364830970765,0.12656244218349458,0.13451511989037196,0.05216219385464986,0.08892057657241821,U
non_parity_score,gmf,6.219363848891118e-06,0.5623988782972317,0.08846133975559664,0.00017386674880981445,6.794929504394531e-06,0.00042054057121276855,0.0002499818801879883,0.0004576444625854492,6.601214408874512e-05,U
rmse,gmf,6.219363848891118e-06,0.5623988782972317,0.08846133975559664,0.45526811480522156,0.43234309554100037,0.41187188029289246,0.4351270794868469,0.40370428562164307,0.3996046781539917,U
val_score,nmf,6.707345853685066e-07,0.514855972971858,0.13687340328061165,0.06760115176439285,0.07034424692392349,0.06608682125806808,0.06870046257972717,0.06387081742286682,0.06894451379776001,O
abs_score,nmf,6.707345853685066e-07,0.514855972971858,0.13687340328061165,0.06760115176439285,0.07034424692392349,0.06491843611001968,0.06870046257972717,0.06254739314317703,0.06894451379776001,O
over_score,nmf,6.707345853685066e-07,0.514855972971858,0.13687340328061165,0.0,0.07034424444039662,0.061158796846866606,0.06870045681794484,0.059353786011536916,0.0,O
under_score,nmf,6.707345853685066e-07,0.514855972971858,0.13687340328061165,0.06760115544001262,0.0,0.004928025106589,0.0,0.004517033398151397,0.06894451598326365,O
non_parity_score,nmf,6.707345853685066e-07,0.514855972971858,0.13687340328061165,3.057345747947693e-05,2.6345252990722656e-05,0.0006780028343200684,0.00017213821411132812,0.00013405084609985352,0.00011883676052093506,O
rmse,nmf,6.707345853685066e-07,0.514855972971858,0.13687340328061165,0.7267957329750061,1.1825309991836548,0.6340774297714233,1.2471474409103394,0.47305795550346375,0.5582481622695923,O
val_score,gmf,8.760971893253116e-06,0.41844137202991194,0.08880109856485913,0.163053959608078,0.16576625406742096,0.16467134654521942,0.16243219375610352,0.16303302347660065,0.16519077122211456,P
abs_score,gmf,8.760971893253116e-06,0.41844137202991194,0.08880109856485913,0.163053959608078,0.1656063050031662,0.1646108478307724,0.11293192207813263,0.15546377003192902,0.1426672339439392,P
over_score,gmf,8.760971893253116e-06,0.41844137202991194,0.08880109856485913,0.0,7.997334003448486e-05,3.0241707960764567e-05,0.025391253133614858,0.003784636358420054,0.011261769235134125,P
under_score,gmf,8.760971893253116e-06,0.41844137202991194,0.08880109856485913,0.16305395022034644,0.16568628311157227,0.16464110245307287,0.13704095562299093,0.15924839715162914,0.15392900009950003,P
non_parity_score,gmf,8.760971893253116e-06,0.41844137202991194,0.08880109856485913,9.897351264953613e-05,0.00021016597747802734,0.0003495514392852783,7.75754451751709e-05,0.0014338195323944092,0.00030606985092163086,P
rmse,gmf,8.760971893253116e-06,0.41844137202991194,0.08880109856485913,0.4477749764919281,0.44501209259033203,0.4488323926925659,0.40464967489242554,0.4168386161327362,0.40948906540870667,P
val_score,gmf,2.0463446493668244e-06,0.20333569045266414,0.27903634674254835,0.05743000656366348,0.05889167636632919,0.05995060130953789,0.06059480831027031,0.0567137636244297,0.05908791720867157,OP
abs_score,gmf,2.0463446493668244e-06,0.20333569045266414,0.27903634674254835,0.0541839599609375,0.056115563958883286,0.05333328992128372,0.05213704705238342,0.04866291582584381,0.05908791720867157,OP
over_score,gmf,2.0463446493668244e-06,0.20333569045266414,0.27903634674254835,0.0029449466864267986,0.0017809198300043742,0.011949533522129059,0.012922256489594778,0.012255509992440542,0.05908791661262512,OP
under_score,gmf,2.0463446493668244e-06,0.20333569045266414,0.27903634674254835,0.05448505461215973,0.05711075901985169,0.04800106873114904,0.047672547300656634,0.04445825924475988,0.0,OP
non_parity_score,gmf,2.0463446493668244e-06,0.20333569045266414,0.27903634674254835,7.840991020202637e-05,9.745359420776367e-06,0.00025159120559692383,9.050965309143066e-05,0.00020498037338256836,6.67572021484375e-06,OP
rmse,gmf,2.0463446493668244e-06,0.20333569045266414,0.27903634674254835,0.4170301854610443,0.3858393430709839,0.41228538751602173,0.4237423837184906,0.4053646922111511,0.40815091133117676,OP
val_score,gmf,8.961854738556352e-06,0.40363679101200867,0.1656224216746578,0.1390230506658554,0.13791634142398834,0.1361865997314453,0.1378156989812851,0.13574336469173431,0.13830965757369995,U
abs_score,gmf,8.961854738556352e-06,0.40363679101200867,0.1656224216746578,0.09938789159059525,0.08153573423624039,0.08323236554861069,0.07553815841674805,0.0645090714097023,0.08999840915203094,U
over_score,gmf,8.961854738556352e-06,0.40363679101200867,0.1656224216746578,0.01981758266687393,0.03587557196617126,0.030652939081192015,0.04146225899457932,0.10011544098456701,0.09980386336644491,U
under_score,gmf,8.961854738556352e-06,0.40363679101200867,0.1656224216746578,0.11920547723770142,0.10204076538483302,0.10553365170955659,0.09635344545046488,0.03562791665395101,0.03850578914086024,U
non_parity_score,gmf,8.961854738556352e-06,0.40363679101200867,0.1656224216746578,6.139278411865234e-06,0.0004004836082458496,0.0006224513053894043,0.0003204047679901123,0.00011938810348510742,1.5079975128173828e-05,U
rmse,gmf,8.961854738556352e-06,0.40363679101200867,0.1656224216746578,0.40511152148246765,0.40624868869781494,0.40591657161712646,0.4058848023414612,0.40200895071029663,0.4211866557598114,U
val_score,nmf,7.20683205620043e-06,0.2172147576589769,0.02216931049706405,0.06664655357599258,0.06725585460662842,0.0657188892364502,0.0668892189860344,0.07124491035938263,0.0687817856669426,O
abs_score,nmf,7.20683205620043e-06,0.2172147576589769,0.02216931049706405,0.06664655357599258,0.06725585460662842,0.0657188892364502,0.0668892189860344,0.06842302531003952,0.0687817856669426,O
over_score,nmf,7.20683205620043e-06,0.2172147576589769,0.02216931049706405,0.0,0.0,0.0,0.0,0.0017259726921717326,0.0,O
under_score,nmf,7.20683205620043e-06,0.2172147576589769,0.02216931049706405,0.06664654990037282,0.06725585609674453,0.06571889072656631,0.06688922713200252,0.06951893468697866,0.06878178457419078,O
non_parity_score,nmf,7.20683205620043e-06,0.2172147576589769,0.02216931049706405,0.0001850128173828125,0.00012546777725219727,0.00019532442092895508,9.575486183166504e-05,3.549456596374512e-05,2.9385089874267578e-05,O
rmse,nmf,7.20683205620043e-06,0.2172147576589769,0.02216931049706405,0.45515090227127075,0.4082072973251343,0.4036670923233032,0.41198503971099854,0.39079540967941284,0.41308578848838806,O
val_score,nmf,9.63606552606325e-06,0.638198913409164,0.03530743639447538,0.16340140998363495,0.1657199114561081,0.16560880839824677,0.16272422671318054,0.16428470611572266,0.16528135538101196,P
abs_score,nmf,9.63606552606325e-06,0.638198913409164,0.03530743639447538,0.16337372362613678,0.16552382707595825,0.16560880839824677,0.16272422671318054,0.05509457737207413,0.036019813269376755,P
over_score,nmf,9.63606552606325e-06,0.638198913409164,0.03530743639447538,1.3853410879770914e-05,9.804358084996541e-05,0.0,0.0,0.10703345368305842,0.06827401320139567,P
under_score,nmf,9.63606552606325e-06,0.638198913409164,0.03530743639447538,0.16338756302992502,0.16562187194824218,0.16560881773630778,0.16272423475980757,0.057251254419485725,0.09700734376907348,P
non_parity_score,nmf,9.63606552606325e-06,0.638198913409164,0.03530743639447538,0.00012221932411193848,0.00015714764595031738,4.106760025024414e-05,9.131431579589844e-05,0.0010879039764404297,0.00018221139907836914,P
rmse,nmf,9.63606552606325e-06,0.638198913409164,0.03530743639447538,0.4327355921268463,0.47250011563301086,0.4612398147583008,0.42682942748069763,0.3992086946964264,0.3983038067817688,P
val_score,nmf,3.60700842944701e-06,0.40785933975579935,0.06734583964545326,0.061311252415180206,0.056849949061870575,0.05831347033381462,0.05859598144888878,0.055308010429143906,0.05949665233492851,OP
abs_score,nmf,3.60700842944701e-06,0.40785933975579935,0.06734583964545326,0.061311252415180206,0.056504521518945694,0.05831347033381462,0.05859598144888878,0.049906980246305466,0.049592919647693634,OP
over_score,nmf,3.60700842944701e-06,0.40785933975579935,0.06734583964545326,0.0,0.05601382275422414,0.0,0.0,0.0030332115292549134,0.05013013591368993,OP
under_score,nmf,3.60700842944701e-06,0.40785933975579935,0.06734583964545326,0.06131125271320343,0.0008361315727233886,0.05831346760193507,0.05859597732623418,0.05227480322122574,0.009366518060366313,OP
non_parity_score,nmf,3.60700842944701e-06,0.40785933975579935,0.06734583964545326,3.069639205932617e-06,7.265806198120117e-05,1.055002212524414e-05,1.3582408428192139e-05,6.556510925292969e-06,3.6954879760742188e-06,OP
rmse,nmf,3.60700842944701e-06,0.40785933975579935,0.06734583964545326,0.46598541736602783,0.42708319425582886,0.40570446848869324,0.5891863703727722,0.3766563832759857,0.3835524618625641,OP
val_score,nmf,1.5179469689426316e-06,0.6432502703565228,0.2132961876102305,0.13719752430915833,0.13307222723960876,0.1369371861219406,0.1357966810464859,0.13569772243499756,0.1392500102519989,U
abs_score,nmf,1.5179469689426316e-06,0.6432502703565228,0.2132961876102305,0.13719752430915833,0.13307222723960876,0.12242988497018814,0.1357966810464859,0.12974275648593903,0.13485077023506165,U
over_score,nmf,1.5179469689426316e-06,0.6432502703565228,0.2132961876102305,0.0,0.0,0.06828165600697199,0.0,0.10381960769494375,0.11317039628823598,U
under_score,nmf,1.5179469689426316e-06,0.6432502703565228,0.2132961876102305,0.13719752063353857,0.13307223627964657,0.06865551928679148,0.13579668760299682,0.031878110071023306,0.026079616645971936,U
non_parity_score,nmf,1.5179469689426316e-06,0.6432502703565228,0.2132961876102305,1.9550323486328125e-05,1.7449259757995605e-05,5.0008296966552734e-05,1.6644597053527832e-05,0.000576317310333252,4.3451786041259766e-05,U
rmse,nmf,1.5179469689426316e-06,0.6432502703565228,0.2132961876102305,0.7623774409294128,0.8572720289230347,0.5471385717391968,0.7706827521324158,0.6108187437057495,0.5774544477462769,U
val_score,nmf,4.924382174373617e-06,0.6167093718922168,0.0473843660107034,0.0636039450764656,0.06588662415742874,0.06400962173938751,0.0667596310377121,0.06821359694004059,0.06513576209545135,O
abs_score,nmf,4.924382174373617e-06,0.6167093718922168,0.0473843660107034,0.0636039450764656,0.06588662415742874,0.06400962173938751,0.0667596310377121,0.06821359694004059,0.061643268913030624,O
over_score,nmf,4.924382174373617e-06,0.6167093718922168,0.0473843660107034,0.0,0.0,0.0,0.0,0.0,0.0618997061252594,O
under_score,nmf,4.924382174373617e-06,0.6167093718922168,0.0473843660107034,0.0636039454738299,0.06588662068049113,0.06400962342818578,0.06675963083902994,0.06821359058221181,0.0032360533873240153,O
non_parity_score,nmf,4.924382174373617e-06,0.6167093718922168,0.0473843660107034,7.387995719909668e-05,8.32974910736084e-06,0.00015881657600402832,3.7610530853271484e-05,0.00014081597328186035,4.076957702636719e-05,O
rmse,nmf,4.924382174373617e-06,0.6167093718922168,0.0473843660107034,0.5188482403755188,0.51263028383255,0.4174785315990448,0.4660223722457886,0.39998742938041687,0.4020600914955139,O
val_score,nmf,9.810362023793968e-06,0.5672062532667609,0.2848255904992752,0.16631433367729187,0.16661491990089417,0.16542941331863403,0.1620018035173416,0.1627122312784195,0.16414569318294525,P
abs_score,nmf,9.810362023793968e-06,0.5672062532667609,0.2848255904992752,0.1605190485715866,0.14323940873146057,0.1557627171278,0.15383148193359375,0.14896538853645325,0.15804390609264374,P
over_score,nmf,9.810362023793968e-06,0.5672062532667609,0.2848255904992752,0.07237184911966324,0.08844039479891459,0.0578142840663592,0.09291780402263006,0.03522920171419779,0.10482545683781307,P
under_score,nmf,9.810362023793968e-06,0.5672062532667609,0.2848255904992752,0.09394247601429621,0.07817451223731041,0.10761513958374659,0.0690840032696724,0.12748301933209102,0.05932022417585055,P
non_parity_score,nmf,9.810362023793968e-06,0.5672062532667609,0.2848255904992752,0.00013253092765808105,1.7821788787841797e-05,0.00017261505126953125,5.513429641723633e-05,0.0002461075782775879,0.0002434253692626953,P
rmse,nmf,9.810362023793968e-06,0.5672062532667609,0.2848255904992752,0.8080607056617737,0.5693228244781494,0.6971309781074524,0.825668215751648,0.5432116985321045,0.8681173920631409,P
val_score,nmf,3.933315744100105e-06,0.49670836259775797,0.10882426681213805,0.05659990385174751,0.05961734801530838,0.05763133987784386,0.05790787935256958,0.05618438124656677,0.05888477340340614,OP
abs_score,nmf,3.933315744100105e-06,0.49670836259775797,0.10882426681213805,0.05659990385174751,0.05961734801530838,0.04593691974878311,0.05790787935256958,0.055487748235464096,0.05888477340340614,OP
over_score,nmf,3.933315744100105e-06,0.49670836259775797,0.10882426681213805,0.05659990340471268,0.0,0.03964251091082891,0.0,0.05532292435566584,0.05888477623462677,OP
under_score,nmf,3.933315744100105e-06,0.49670836259775797,0.10882426681213805,0.0,0.059617353479067485,0.017988829215367635,0.057907882730166116,0.0008614569902420044,0.0,OP
non_parity_score,nmf,3.933315744100105e-06,0.49670836259775797,0.10882426681213805,7.301568984985352e-05,8.133053779602051e-05,7.49826431274414e-05,3.0994415283203125e-05,0.0002346634864807129,0.00012254714965820312,OP
rmse,nmf,3.933315744100105e-06,0.49670836259775797,0.10882426681213805,0.49897319078445435,0.44824373722076416,0.3807315230369568,0.6518987417221069,0.5170506238937378,0.7722194790840149,OP
val_score,nmf,9.08354631778045e-06,0.4856709059249209,0.2664380207821472,0.13671967387199402,0.13920655846595764,0.13731849193572998,0.1367260068655014,0.1371694654226303,0.13837166130542755,U
abs_score,nmf,9.08354631778045e-06,0.4856709059249209,0.2664380207821472,0.12384389340877533,0.1353270262479782,0.1309763789176941,0.12315509468317032,0.13250918686389923,0.13248135149478912,U
over_score,nmf,9.08354631778045e-06,0.4856709059249209,0.2664380207821472,0.09810505052407582,0.07134309073289236,0.08421245674292246,0.08271978914737702,0.07449975331624349,0.08788125872612,U
under_score,nmf,9.08354631778045e-06,0.4856709059249209,0.2664380207821472,0.03861462424198787,0.06786346301436424,0.05310604790846507,0.05400621697306633,0.06266971295078595,0.0504903926452001,U
non_parity_score,nmf,9.08354631778045e-06,0.4856709059249209,0.2664380207821472,0.00021845102310180664,2.2590160369873047e-05,0.00019890069961547852,0.00017344951629638672,0.00021833181381225586,0.00019276142120361328,U
rmse,nmf,9.08354631778045e-06,0.4856709059249209,0.2664380207821472,0.6647369265556335,0.6856319308280945,0.6872694492340088,0.5645051002502441,0.6276966333389282,0.7035506367683411,U
val_score,gmf,4.2403707246865e-07,0.6832820741884051,0.11748962959219655,0.06615377962589264,0.06452978402376175,0.0668158158659935,0.0676189586520195,0.06736311316490173,0.06593112647533417,O
abs_score,gmf,4.2403707246865e-07,0.6832820741884051,0.11748962959219655,0.06613431125879288,0.06337637454271317,0.065910704433918,0.06528511643409729,0.06680653989315033,0.06461115181446075,O
over_score,gmf,4.2403707246865e-07,0.6832820741884051,0.11748962959219655,9.733140468597411e-06,0.0008847152193387349,0.0004525564114252726,0.0013503665725390116,0.00027828514575958254,0.0008250905076662699,O
under_score,gmf,4.2403707246865e-07,0.6832820741884051,0.11748962959219655,0.06614404837290445,0.06364506791035335,0.06636325905720393,0.06626858924825986,0.06708482325077057,0.06510603646437327,O
non_parity_score,gmf,4.2403707246865e-07,0.6832820741884051,0.11748962959219655,0.00018131732940673828,0.0005150735378265381,0.00056496262550354,5.2481889724731445e-05,0.0004986226558685303,0.0001996159553527832,O
rmse,gmf,4.2403707246865e-07,0.6832820741884051,0.11748962959219655,0.40478259325027466,0.3891305923461914,0.3895187973976135,0.39604857563972473,0.39993196725845337,0.39199772477149963,O
val_score,gmf,7.414730450353147e-06,0.5319135344365897,0.29954110823323116,0.16154375672340393,0.16571609675884247,0.16858331859111786,0.16835734248161316,0.16575489938259125,0.16805069148540497,P
abs_score,gmf,7.414730450353147e-06,0.5319135344365897,0.29954110823323116,0.15302956104278564,0.05188772827386856,0.15642090141773224,0.15617340803146362,0.10929400473833084,0.12897592782974243,P
over_score,gmf,7.414730450353147e-06,0.5319135344365897,0.29954110823323116,0.004315999348958334,0.08343799968560536,0.00997453620036443,0.013245609700679778,0.053058909674485524,0.0867771882812182,P
under_score,gmf,7.414730450353147e-06,0.5319135344365897,0.29954110823323116,0.15722777093450227,0.08227810730536779,0.15860878283778826,0.15511173754930496,0.11269598896304767,0.08127349853515625,P
non_parity_score,gmf,7.414730450353147e-06,0.5319135344365897,0.29954110823323116,0.0004781484603881836,3.55839729309082e-05,0.0003235042095184326,0.0011456310749053955,0.00324973464012146,0.00016492605209350586,P
rmse,gmf,7.414730450353147e-06,0.5319135344365897,0.29954110823323116,0.4473077058792114,0.4007006883621216,0.44729793071746826,0.47624191641807556,0.42102932929992676,0.420676052570343,P
val_score,nmf,6.6212417419327645e-06,0.24158319622075286,0.20094784582155462,0.0549791194498539,0.06062272563576698,0.056859422475099564,0.055492281913757324,0.05842142179608345,0.05665377154946327,OP
abs_score,nmf,6.6212417419327645e-06,0.24158319622075286,0.20094784582155462,0.054635435342788696,0.059256866574287415,0.05537096783518791,0.049705758690834045,0.05842142179608345,0.05552893504500389,OP
over_score,nmf,6.6212417419327645e-06,0.24158319622075286,0.20094784582155462,0.04040175169706345,0.03941717793544133,0.04166578521331151,0.02789459337790807,0.0,0.043053990602493285,OP
under_score,nmf,6.6212417419327645e-06,0.24158319622075286,0.20094784582155462,0.014577370285987854,0.02120554248491923,0.01519363929828008,0.02759768734375636,0.058421417872111005,0.013599780400594076,OP
non_parity_score,nmf,6.6212417419327645e-06,0.24158319622075286,0.20094784582155462,2.1517276763916016e-05,2.586841583251953e-05,2.4259090423583984e-05,7.617473602294922e-05,2.4259090423583984e-05,3.2961368560791016e-05,OP
rmse,nmf,6.6212417419327645e-06,0.24158319622075286,0.20094784582155462,0.5931745767593384,0.618037760257721,0.5102190971374512,0.3879018723964691,0.8710961937904358,0.5595085024833679,OP
val_score,nmf,2.813311636595687e-06,0.2348711878038054,0.28649613598842494,0.13351666927337646,0.13716140389442444,0.1381644457578659,0.13652582466602325,0.137206569314003,0.13675479590892792,U
abs_score,nmf,2.813311636595687e-06,0.2348711878038054,0.28649613598842494,0.12882141768932343,0.13716140389442444,0.13673371076583862,0.1326645165681839,0.137206569314003,0.13082055747509003,U
over_score,nmf,2.813311636595687e-06,0.2348711878038054,0.28649613598842494,0.07101910730202993,0.0,0.07584260245164236,0.09775760461886723,0.0,0.06283304522434871,U
under_score,nmf,2.813311636595687e-06,0.2348711878038054,0.28649613598842494,0.06249755581219991,0.13716141427556675,0.06232184335589409,0.03876821984847387,0.1372065723935763,0.07392174835006396,U
non_parity_score,nmf,2.813311636595687e-06,0.2348711878038054,0.28649613598842494,2.6404857635498047e-05,0.00010676681995391846,5.263090133666992e-05,5.0067901611328125e-06,0.00018447637557983398,9.02414321899414e-05,U
rmse,nmf,2.813311636595687e-06,0.2348711878038054,0.28649613598842494,0.8767037391662598,0.8181056380271912,0.8410552144050598,0.6854157447814941,0.9532703757286072,0.6916012763977051,U
val_score,gmf,9.338906421137339e-06,0.6173868020079296,0.062496025073171146,0.06501039862632751,0.06573524326086044,0.06926333159208298,0.06418775022029877,0.06798028945922852,0.06562423706054688,O
abs_score,gmf,9.338906421137339e-06,0.6173868020079296,0.062496025073171146,0.06501039862632751,0.06573524326086044,0.06926333159208298,0.06418775022029877,0.06589338183403015,0.06475815922021866,O
over_score,gmf,9.338906421137339e-06,0.6173868020079296,0.062496025073171146,0.0,0.0,0.0,0.0,0.001203746497631073,0.00048600306113560996,O
under_score,gmf,9.338906421137339e-06,0.6173868020079296,0.062496025073171146,0.06501039668917656,0.0657352446516355,0.06926332930723826,0.06418775190909703,0.06677654534578323,0.06513823022445044,O
non_parity_score,gmf,9.338906421137339e-06,0.6173868020079296,0.062496025073171146,0.0006276965141296387,0.0001074671745300293,0.00019419193267822266,0.00013187527656555176,0.0003217756748199463,0.00041607022285461426,O
rmse,gmf,9.338906421137339e-06,0.6173868020079296,0.062496025073171146,0.44577696919441223,0.41397354006767273,0.4289208948612213,0.41202476620674133,0.39154255390167236,0.39095452427864075,O
